number,value,params_SA_kernel_size,params_SE_reduction_ratio,params_base,params_beta1,params_beta2,params_cardinality,params_dropout_rate,params_lr,params_wd
220,0.378,3,16,4,0.862566249210626,0.9913461978618121,16,0.4745597391038869,0.0007952675498292092,4.3639834271340635e-06
221,0.434,3,16,4,0.8657497854977481,0.9875368320027272,16,0.4564369937200459,0.0007376671914824985,2.942846992870288e-05
222,0.358,3,16,4,0.9431169048513098,0.9892904798755849,16,0.46624644175569135,0.0006640913007488174,1.4261692389879517e-06
223,0.442,9,16,4,0.8566516190574572,0.9888881860931763,16,0.47785335230976467,0.000834772394942288,2.725604696412076e-05
224,0.464,7,16,4,0.844140512763268,0.990951829205419,32,0.4597856444273139,0.0007544060707185312,3.304726411343225e-05
225,0.482,9,16,4,0.8786449769993092,0.9879489853854658,16,0.45028427576507113,0.0006245458606112859,3.859103885296046e-05
226,0.414,9,16,4,0.9372410677492715,0.9899577121482641,64,0.4506620613166601,0.0008940748348333012,2.9350282528480954e-06
227,0.396,5,16,4,0.8362194542849516,0.9834138487189079,16,0.4420243442940067,0.0006936401266778603,2.139149431271383e-06
228,0.372,9,16,4,0.8703600715861702,0.9905017604458699,64,0.46244475061856793,0.000242740139359555,1.942418500022316e-05
229,0.448,9,16,2,0.8923542997360515,0.9872934396939989,64,0.30679336071806856,0.0005924578737291256,1.6740642541428825e-05
230,0.508,9,16,4,0.8969731419302731,0.9895610831006972,64,0.48593588978409386,0.0007873863782627038,1.1610101417967425e-06
231,0.436,9,16,4,0.8951827321546144,0.9896718642097673,64,0.4992669586311058,0.0007699331218780214,1.2247820550097918e-06
232,0.4,9,16,4,0.8982736168250318,0.9899468210153789,64,0.47097005325916685,0.000707573496065199,2.519401436904682e-06
233,0.428,9,16,4,0.8985423280789485,0.9893550571365919,64,0.3974031948982228,0.000996818370818627,3.526658327066561e-05
234,0.41,9,16,4,0.9041268820909828,0.9887625995974385,64,0.48040814084458233,0.0009034718841907692,4.374283131516799e-05
235,0.4,9,16,4,0.8650741353049107,0.9882859638499,64,0.49621941070777204,0.0008192538515974918,2.956396924004726e-05
236,0.5,9,16,4,0.8886619115279142,0.9906365232157044,64,0.48588787906125414,0.000662601782653602,1.5237264435055019e-06
237,0.392,9,16,4,0.8941553982082345,0.990621231659768,64,0.4797322639743335,0.0006383206402926965,1.7772001805061783e-06
238,0.496,9,32,4,0.8894617398246656,0.9910895852225877,64,0.4888465270558385,0.0005366909159436584,1.2390194653154545e-06
239,0.42,9,32,4,0.8898484793690539,0.9913853515051413,64,0.4891144301521378,0.0005722679321519381,1.1261858452960972e-06
240,0.194,9,32,4,0.8865847596753254,0.9908987806938527,16,0.4893084547404639,2.7841035370774167e-05,1.3583978313879765e-06
241,0.48,9,32,4,0.8830678408411646,0.9903309559007332,64,0.49608680695716895,0.0005124027837130626,1.0632792951254951e-06
242,0.444,9,32,4,0.8879895518227965,0.9909612919485088,64,0.5017197336104321,0.0006458866679278586,1.1837500626000825e-06
243,0.456,9,32,4,0.8909278321799314,0.9900638731760111,64,0.48538909913119266,0.0005449170848644273,1.5440254472791954e-06
244,0.44,9,16,4,0.8964147915132954,0.9915577233117896,64,0.32323151214095674,0.0006885448600232898,1.7816572889053896e-06
245,0.43,9,16,4,0.9013878978360125,0.9905615784699983,64,0.486607326190709,0.0006029314104155524,1.0205058325312891e-06
246,0.386,9,16,4,0.8476105885513311,0.9911127688590561,64,0.4745742854091818,0.0007700537269537193,6.11256559844842e-05
247,0.446,9,32,4,0.8593259688438599,0.9920115345035045,64,0.38683684289029613,0.0008542584866830738,1.308027039786771e-06
248,0.396,9,16,4,0.8772989280855488,0.9924256739185192,64,0.4816950191984086,0.0005533933177357307,3.795228072066643e-06
249,0.424,5,16,2,0.8296738199995703,0.9895034680282219,64,0.4040621198197294,0.0006624066239032387,1.2225557959141148e-06
